performance,age_graded_performance,flags,name,nationality,date,year,date_of_birth,age_group,venue,runner_id,event_id
814.2,856.512,T,"Newton, Mike",GBR,14.11.1981,1981,01.11.1938,M40,Nottingham (GBR),98823,10278
696.8,712.183,T,"Morris, Tony",GBR,14.11.1981,1981,1941,M35,Nottingham (GBR),187827,10278
696.8,702.419,T,"Harney, Brian",GBR,14.11.1981,1981,11.05.1945,M35,Nottingham (GBR),98799,10278
652.4,703.548,T,"Campbell, Malcolm",GBR,14.11.1981,1981,17.11.1934,M45,Nottingham (GBR),30875,10278
608.4,615.665,T,"Towers, John",GBR,14.11.1981,1981,1943,M35,Nottingham (GBR),187832,10278
578.6,603.715,T,"Dixon, Colin",GBR,14.11.1981,1981,20.04.1939,M40,Nottingham (GBR),29152,10278
568.0,568.0,T,"Hayward, Dave",GBR,14.11.1981,1981,,#NA,Nottingham (GBR),964512,10278
554.2,629.344,T,"Parsons, Gerald",GBR,14.11.1981,1981,1928,M50,Nottingham (GBR),187828,10278
458.8,503.236,T,"Teesdale, Joe",GBR,14.11.1981,1981,1932,M45,Nottingham (GBR),187831,10278
446.6,446.689,T,"Holmes, Bob",GBR,14.11.1981,1981,1948,M23,Nottingham (GBR),187825,10278
424.866,424.866,T,"Richardson, Geoff",GBR,27.06.1981,1981,1951,M23,"Pennsauken, NJ (USA)",187830,70064
412.4,412.4,T,"Richardson, Geoff",GBR,14.11.1981,1981,1951,M23,Nottingham (GBR),187830,10278
692.017,697.598,T,"Barner, Park",USA,27.06.1981,1981,1944,M35,"Pennsauken, NJ (USA)",193809,70064
585.6,586.245,T,"Choi, Donald",USA,14.11.1981,1981,23.07.1948,M23,Nottingham (GBR),29133,10278
556.8,558.307,T,"Shapiro, Jim",USA,14.11.1981,1981,1946,M23,Nottingham (GBR),267720,10278
552.809,552.92,T,"Sweetgall, Robert",USA,27.06.1981,1981,1948,M23,"Pennsauken, NJ (USA)",1474974,70064
540.739,559.887,T,"Peck, Bill",USA,27.06.1981,1981,1939,M40,"Pennsauken, NJ (USA)",267698,70064
528.669,530.1,T,"Dodd, Ed",USA,27.06.1981,1981,1946,M23,"Pennsauken, NJ (USA)",50879,70064
496.884,499.381,T,"Branson, Al",USA,27.06.1981,1981,1945,M35,"Pennsauken, NJ (USA)",1474976,70064
488.838,502.661,T,"Berkowitz, Harry",USA,27.06.1981,1981,1940,M40,"Pennsauken, NJ (USA)",55739,70064
483.205,516.797,T,"Loveless, Ken",USA,27.06.1981,1981,1935,M45,"Pennsauken, NJ (USA)",1497731,70064
462.8,535.029,T,"Collins, Paul",CAN,14.11.1981,1981,1926,M50,Nottingham (GBR),187822,10278
449.409,454.775,T,"Marshall, Bob",USA,27.06.1981,1981,1943,M35,"Pennsauken, NJ (USA)",1023727,70064
448.202,513.522,T,"Emmons, Wes",USA,27.06.1981,1981,1927,M50,"Pennsauken, NJ (USA)",187824,70064
434.0,497.25,T,"Emmons, Wes",USA,14.11.1981,1981,1927,M50,Nottingham (GBR),187824,10278
417.222,417.305,T,"Choi, Donald",USA,27.06.1981,1981,23.07.1948,M23,"Pennsauken, NJ (USA)",29133,70064
377.2,377.2,T,"Blanton, Chet",USA,14.11.1981,1981,1959,MU23,Nottingham (GBR),380664,10278
367.332,367.332,T,"Blanton, Chet",USA,27.06.1981,1981,1959,MU23,"Pennsauken, NJ (USA)",380664,70064
714.8,735.013,T,"Record, Joe",AUS,14.11.1981,1981,04.05.1941,M40,Nottingham (GBR),78160,10278
